population_size,tournament_size,mutation_rate,lap,value,weight,fitness,convergence_gen,runing_duration
90,89,17,3,3133.0,254.8,1147.3634,460,0.023266077041625977
90,89,17,4,2971.0,232.4,1073.1274,292,0.013028144836425781
90,89,18,0,3304.0,279.4,1107.0589,374,0.018571853637695312
90,89,18,1,3394.0,265.3,1102.6256,444,0.0230557918548584
90,89,18,2,3526.0,282.5,1204.9217,644,0.03544282913208008
90,89,18,3,3286.0,275.9,1087.2928,538,0.029009103775024414
90,89,18,4,2971.0,232.4,1073.1274,292,0.013463735580444336
90,89,19,0,3389.0,276.7,1188.34,918,0.05410003662109375
90,89,19,1,3154.0,266.0,1088.5564,408,0.021168947219848633
90,89,19,2,3249.0,281.3,1083.6826,386,0.019942045211791992
90,89,19,3,3442.0,275.2,1168.6441,428,0.022555828094482422
90,89,19,4,3341.0,272.1,1150.9787,420,0.02207183837890625
90,89,20,0,3157.0,259.9,1086.5359,312,0.015505075454711914
90,89,20,1,3487.0,276.0,1180.4814,558,0.03179597854614258
90,89,20,2,3504.0,282.7,1189.0632,568,0.0323328971862793
90,89,20,3,3648.0,278.8,1174.6245,584,0.033579111099243164
90,89,20,4,3412.0,280.5,1186.2325,698,0.04096198081970215
90,89,21,0,3466.0,283.7,1112.9761,660,0.03961992263793945
90,89,21,1,3167.0,272.4,1144.0429,402,0.021975040435791016
90,89,21,2,3403.0,268.4,1141.0674,536,0.031174898147583008
90,89,21,3,3484.0,279.3,1161.203,400,0.021744966506958008
90,89,21,4,3561.0,276.6,1173.2647,616,0.03657793998718262
90,89,22,0,3310.0,274.1,1172.1996,610,0.03695797920227051
90,89,22,1,3256.0,284.5,1123.364,486,0.028624296188354492
90,89,22,2,3556.0,271.8,1253.3396,956,0.06108713150024414
90,89,22,3,3430.0,281.7,1089.9501,352,0.019161224365234375
90,89,22,4,3494.0,268.2,1164.1825,900,0.057420969009399414
90,89,23,0,3195.0,262.9,1134.0504,522,0.03199481964111328
90,89,23,1,3427.0,273.6,1136.9561,670,0.04236912727355957
90,89,23,2,3301.0,269.8,1079.1295,406,0.02338099479675293
90,89,23,3,3182.0,263.9,1074.3745,436,0.025655031204223633
90,89,23,4,3583.0,276.6,1192.1514,502,0.030302047729492188
90,89,24,0,3402.0,266.4,1143.2483,720,0.04715991020202637
90,89,24,1,3167.0,263.1,1160.3905,428,0.02559494972229004
90,89,24,2,3211.0,263.4,1106.1486,598,0.038245201110839844
90,89,24,3,3195.0,264.4,1144.1705,692,0.04514312744140625
90,89,24,4,3537.0,280.2,1172.4268,508,0.03148221969604492
90,89,25,0,3545.0,280.7,1147.5665,560,0.03639817237854004
90,89,25,1,3397.0,269.1,1081.0966,306,0.017030000686645508
90,89,25,2,3044.0,265.6,1069.3235,302,0.016701936721801758
90,89,25,3,3417.0,264.5,1136.2841,740,0.050015926361083984
90,89,25,4,3310.0,281.1,1124.2632,402,0.024351119995117188
90,89,26,0,3338.0,270.7,1160.4873,532,0.03502297401428223
90,89,26,1,3431.0,275.3,1160.5634,488,0.031681060791015625
90,89,26,2,3503.0,264.5,1192.3855,896,0.06316494941711426
90,89,26,3,3405.0,268.1,1132.152,500,0.032415151596069336
90,89,26,4,3391.0,260.1,1198.3215,674,0.04597306251525879
100,2,1,0,3290.0,277.3,1035.0147,302,0.00662994384765625
100,2,1,1,3046.0,230.0,1009.763,302,0.0065081119537353516
100,2,1,2,2761.0,251.1,944.4833,302,0.006539106369018555
100,2,1,3,3087.0,282.3,990.6626,302,0.006509065628051758
100,2,1,4,2971.0,232.4,1073.1274,302,0.0066111087799072266
100,2,2,0,3290.0,277.3,1035.0147,302,0.0071201324462890625
100,2,2,1,3046.0,230.0,1009.763,302,0.006964206695556641
100,2,2,2,2761.0,251.1,944.4833,302,0.0069658756256103516
100,2,2,3,3038.0,281.4,1016.3555,464,0.011815071105957031
100,2,2,4,2971.0,232.4,1073.1274,302,0.007033824920654297
100,2,3,0,3290.0,277.3,1035.0147,302,0.007495880126953125
100,2,3,1,3046.0,230.0,1009.763,302,0.007379293441772461
100,2,3,2,2761.0,251.1,944.4833,302,0.007372856140136719
100,2,3,3,3051.0,279.9,1003.6953,356,0.009032249450683594
100,2,3,4,3440.0,274.6,1124.7814,578,0.016457796096801758
100,2,4,0,3290.0,277.3,1035.0147,302,0.007766008377075195
100,2,4,1,3046.0,230.0,1009.763,302,0.00777125358581543
100,2,4,2,2761.0,251.1,944.4833,302,0.007817983627319336
100,2,4,3,3064.0,249.9,1087.5426,624,0.01910090446472168
100,2,4,4,3394.0,284.4,1111.1954,396,0.011119842529296875
100,2,5,0,3290.0,277.3,1035.0147,302,0.008136987686157227
100,2,5,1,3046.0,230.0,1009.763,302,0.00815582275390625
100,2,5,2,3317.0,272.4,1083.8735,582,0.018346071243286133
100,2,5,3,3300.0,282.9,1103.4437,1078,0.0361630916595459
100,2,5,4,2971.0,232.4,1073.1274,302,0.008411169052124023
100,2,6,0,3290.0,277.3,1035.0147,302,0.008504867553710938
100,2,6,1,3046.0,230.0,1009.763,302,0.008533000946044922
100,2,6,2,3431.0,267.6,1117.001,1080,0.03811383247375488
100,2,6,3,3149.0,271.9,1088.3409,640,0.021423816680908203
100,2,6,4,3489.0,280.4,1116.2916,448,0.014188051223754883
100,2,7,0,3290.0,277.3,1035.0147,302,0.00921487808227539
100,2,7,1,3046.0,230.0,1009.763,302,0.008953094482421875
100,2,7,2,3233.0,263.7,1044.0725,604,0.021033287048339844
100,2,7,3,3366.0,263.0,1183.2004,1214,0.045287370681762695
100,2,7,4,2971.0,232.4,1073.1274,302,0.009045839309692383
100,2,8,0,3290.0,277.3,1035.0147,302,0.009325027465820312
100,2,8,1,3046.0,230.0,1009.763,302,0.009310007095336914
100,2,8,2,3096.0,279.1,969.9423,312,0.00979304313659668
100,2,8,3,3357.0,278.8,1113.68,876,0.03338909149169922
100,2,8,4,3411.0,269.2,1154.2237,366,0.01213383674621582
100,2,9,0,3290.0,277.3,1035.0147,302,0.009643077850341797
100,2,9,1,3046.0,230.0,1009.763,302,0.009604930877685547
100,2,9,2,3284.0,276.6,1059.3188,504,0.01848006248474121
100,2,9,3,3177.0,266.9,1109.4056,670,0.025587081909179688
100,2,9,4,3466.0,283.2,1159.0854,378,0.013055086135864258
100,2,10,0,3317.0,260.6,1106.2551,622,0.024626970291137695
100,2,10,1,3046.0,230.0,1009.763,302,0.010020732879638672
100,2,10,2,3253.0,279.2,1079.3598,602,0.023751020431518555
100,2,10,3,3056.0,254.3,1132.1423,774,0.03167009353637695
100,2,10,4,2971.0,232.4,1073.1274,302,0.010251998901367188
100,2,11,0,3300.0,266.5,1073.7188,462,0.01816868782043457
100,2,11,1,2933.0,269.0,1025.5335,498,0.019887208938598633
100,2,11,2,3088.0,273.5,1021.5149,356,0.01320028305053711
100,2,11,3,3069.0,266.3,1041.2021,322,0.011385917663574219
100,2,11,4,2971.0,232.4,1073.1274,302,0.0105133056640625
100,2,12,0,3290.0,277.3,1035.0147,302,0.010963201522827148
100,2,12,1,3046.0,230.0,1009.763,302,0.010800838470458984
100,2,12,2,3297.0,281.0,1085.5596,604,0.02582406997680664
100,2,12,3,3340.0,280.1,1177.2723,824,0.036570072174072266
100,2,12,4,2971.0,232.4,1073.1274,302,0.010931015014648438
100,2,13,0,3335.0,268.8,1070.3065,406,0.01661992073059082
100,2,13,1,3046.0,230.0,1009.763,302,0.011132240295410156
100,2,13,2,3161.0,274.3,1123.9466,726,0.03305339813232422
100,2,13,3,3081.0,270.3,1040.961,394,0.01586627960205078
100,2,13,4,2971.0,232.4,1073.1274,302,0.011265039443969727
100,2,14,0,3290.0,277.3,1035.0147,302,0.011750936508178711
100,2,14,1,3421.0,276.8,1121.5257,988,0.048250675201416016
100,2,14,2,3089.0,258.5,999.5458,400,0.016754865646362305
100,2,14,3,3347.0,277.2,1117.6748,602,0.027519941329956055
100,2,14,4,3463.0,277.9,1112.2122,484,0.021281003952026367
100,2,15,0,3290.0,277.3,1035.0147,302,0.011928081512451172
100,2,15,1,3424.0,281.0,1141.1692,806,0.039620161056518555
100,2,15,2,3309.0,279.1,1137.8175,876,0.0441281795501709
100,2,15,3,3199.0,280.3,1120.8544,694,0.03346514701843262
100,2,15,4,3500.0,265.3,1130.4483,352,0.014857053756713867
100,2,16,0,3290.0,277.3,1035.0147,302,0.012485027313232422
100,2,16,1,3046.0,230.0,1009.763,302,0.012423276901245117
100,2,16,2,3320.0,284.9,1106.428,572,0.027810096740722656
100,2,16,3,3332.0,282.1,1119.1889,542,0.026241064071655273
100,2,16,4,2971.0,232.4,1073.1274,384,0.017187833786010742
100,2,17,0,3290.0,277.3,1035.0147,302,0.012778043746948242
100,2,17,1,3122.0,262.2,1056.2942,466,0.022242069244384766
100,2,17,2,3227.0,280.1,1105.8427,810,0.04274797439575195
100,2,17,3,3076.0,264.3,1060.045,466,0.022358179092407227
100,2,17,4,3506.0,283.4,1105.537,498,0.02435898780822754
100,2,18,0,3187.0,255.7,1070.2014,528,0.02679300308227539
100,2,18,1,3046.0,230.0,1009.763,302,0.013175010681152344
100,2,18,2,3340.0,281.8,1069.773,452,0.022171974182128906
100,2,18,3,3111.0,246.9,1075.4691,402,0.01920008659362793
100,2,18,4,3432.0,276.2,1119.5246,448,0.021981239318847656
100,2,19,0,3290.0,277.3,1035.0147,302,0.013457059860229492
100,2,19,1,3299.0,283.3,1152.0703,608,0.03287696838378906
100,2,19,2,3629.0,282.6,1103.5716,588,0.031562089920043945
100,2,19,3,3322.0,278.5,1124.4445,742,0.040923357009887695
100,2,19,4,2971.0,232.4,1073.1274,302,0.013544797897338867
100,2,20,0,3582.0,279.2,1262.9619,830,0.04787111282348633
100,2,20,1,3234.0,277.1,1031.5901,450,0.023413896560668945
100,2,20,2,3412.0,278.4,1120.116,626,0.03473925590515137
100,2,20,3,3453.0,276.0,1161.2496,724,0.04103684425354004
100,2,20,4,3313.0,277.7,1148.1636,488,0.025929927825927734
100,2,21,0,3290.0,277.3,1035.0147,302,0.014316082000732422
100,2,21,1,3049.0,268.8,1088.0206,450,0.02409982681274414
100,2,21,2,3347.0,253.2,1171.166,1050,0.06381988525390625
100,2,21,3,3110.0,275.0,1030.3414,302,0.014184951782226562
100,2,21,4,2971.0,232.4,1073.1274,302,0.014204740524291992
100,2,22,0,3290.0,277.3,1035.0147,302,0.01478719711303711
100,2,22,1,3041.0,280.2,1064.5708,460,0.025490999221801758
100,2,22,2,3062.0,267.4,1068.8946,418,0.0226590633392334
100,2,22,3,2970.0,259.0,1026.5036,312,0.015276193618774414
100,2,22,4,3361.0,282.4,1117.0611,364,0.018777132034301758
100,2,23,0,3290.0,277.3,1035.0147,302,0.015157222747802734
100,2,23,1,3295.0,269.9,1108.0492,494,0.02837395668029785
100,2,23,2,3337.0,279.4,1078.583,572,0.034060001373291016
100,2,23,3,2897.0,262.3,1018.1589,440,0.024821996688842773
100,2,23,4,3591.0,281.6,1131.5333,622,0.03757190704345703
100,2,24,0,3345.0,283.0,1116.4571,758,0.04815268516540527
100,2,24,1,3312.0,279.4,1083.7346,420,0.02384805679321289
100,2,24,2,3342.0,275.5,1099.1109,344,0.01848602294921875
100,2,24,3,3491.0,280.3,1119.5595,870,0.05627608299255371
100,2,24,4,3306.0,262.0,1130.7217,662,0.04117012023925781
100,2,25,0,3338.0,258.8,1204.8345,1272,0.08726096153259277
100,2,25,1,3605.0,281.9,1158.9375,910,0.0606229305267334
100,2,25,2,3470.0,274.8,1176.2879,724,0.046894073486328125
100,2,25,3,3292.0,282.9,1053.2953,428,0.02502608299255371
100,2,25,4,3391.0,279.6,1087.5249,428,0.025153160095214844
100,2,26,0,3573.0,280.6,1157.9575,910,0.06207680702209473
100,2,26,1,3355.0,283.1,1097.2162,566,0.03601813316345215
100,2,26,2,3338.0,273.1,1033.6538,402,0.02375197410583496
100,2,26,3,3071.0,254.6,1082.6332,488,0.03031611442565918
100,2,26,4,3260.0,257.0,1160.6467,434,0.026071786880493164
100,2,27,0,3518.0,267.6,1181.1893,996,0.07039904594421387
100,2,27,1,3210.0,279.2,1048.1564,404,0.02468395233154297
100,2,27,2,3249.0,281.6,1031.6746,508,0.032701969146728516
100,2,27,3,3291.0,279.3,1148.0049,698,0.047144174575805664
100,2,27,4,3122.0,258.1,1103.8756,404,0.02446913719177246
100,2,28,0,3139.0,264.3,1126.9988,902,0.06439399719238281
100,2,28,1,3432.0,276.5,1150.3743,580,0.0390927791595459
100,2,28,2,3414.0,265.4,1112.3781,802,0.05678606033325195
100,2,28,3,3526.0,281.6,1245.9216,726,0.05066680908203125
100,2,28,4,3258.0,266.8,1118.0082,464,0.029690980911254883
100,2,29,0,3290.0,277.3,1035.0147,302,0.01738905906677246
100,2,29,1,3256.0,248.5,1128.0195,470,0.03090500831604004
100,2,29,2,3372.0,257.2,1157.5757,784,0.05643296241760254
100,2,29,3,3180.0,251.3,1138.5194,418,0.026521921157836914
100,2,29,4,2971.0,232.4,1073.1274,302,0.017414093017578125
100,25,1,0,3094.0,235.5,1123.7888,726,0.01881694793701172
100,25,1,1,3546.0,279.1,1275.1829,1414,0.03859996795654297
100,25,1,2,3719.0,281.4,1298.1983,1444,0.039270877838134766
100,25,1,3,3731.0,280.8,1301.6469,1508,0.04126095771789551
100,25,1,4,3560.0,281.5,1253.193,1108,0.029657840728759766
100,25,2,0,3727.0,281.5,1302.323,1850,0.05416989326477051
100,25,2,1,3623.0,272.9,1279.8197,1516,0.044078826904296875
100,25,2,2,3159.0,242.5,1203.2622,918,0.025907278060913086
100,25,2,3,3719.0,284.0,1297.7553,1418,0.04121208190917969
100,25,2,4,3254.0,241.5,1189.8419,480,0.012515068054199219
100,25,3,0,3625.0,284.4,1206.0726,454,0.012304306030273438
100,25,3,1,3405.0,255.0,1237.2427,1094,0.03327584266662598
100,25,3,2,3582.0,280.5,1275.0302,890,0.026447772979736328
100,25,3,3,3505.0,270.0,1252.6269,846,0.02527022361755371
100,25,3,4,3440.0,253.5,1232.3419,1024,0.030781984329223633
100,25,4,0,3424.0,268.5,1224.5388,698,0.02154707908630371
100,25,4,1,3375.0,259.2,1149.6558,618,0.01871204376220703
100,25,4,2,3433.0,283.7,1201.6652,1028,0.03284907341003418
100,25,4,3,3671.0,260.4,1272.6943,1370,0.044599056243896484
100,25,4,4,3275.0,277.3,1107.7914,338,0.009059906005859375
100,25,5,0,3362.0,245.7,1222.9622,998,0.03350472450256348
100,25,5,1,3438.0,282.7,1184.153,478,0.01485896110534668
100,25,5,2,3382.0,281.2,1161.4345,624,0.019954919815063477
100,25,5,3,3511.0,278.3,1144.597,408,0.012192726135253906
100,25,5,4,3787.0,272.7,1293.2633,1270,0.04351496696472168
100,25,6,0,3424.0,277.4,1171.4891,706,0.02403998374938965
100,25,6,1,3174.0,279.5,1021.0766,346,0.010538816452026367
100,25,6,2,3351.0,282.8,1145.1461,546,0.01811504364013672
100,25,6,3,3502.0,253.5,1269.7269,520,0.01691603660583496
100,25,6,4,3303.0,283.7,1160.7049,574,0.01913595199584961
100,25,7,0,3645.0,277.2,1243.8834,1084,0.04041314125061035
100,25,7,1,3529.0,284.1,1147.2819,504,0.01718592643737793
100,25,7,2,3288.0,262.3,1137.1057,418,0.013550281524658203
100,25,7,3,3152.0,255.1,1134.5004,390,0.012637138366699219
100,25,7,4,3554.0,272.6,1250.5169,764,0.027513980865478516
100,25,8,0,3646.0,284.3,1268.9602,1062,0.04137015342712402
100,25,8,1,3612.0,264.6,1252.056,848,0.03218197822570801
100,25,8,2,3368.0,282.4,1114.4501,646,0.02398204803466797
100,25,8,3,3515.0,281.8,1217.0207,656,0.024144887924194336
100,25,8,4,3462.0,274.5,1190.5067,526,0.01892876625061035
100,25,9,0,3473.0,262.2,1176.2404,764,0.02998495101928711
100,25,9,1,3287.0,258.4,1139.6642,720,0.02829718589782715
100,25,9,2,3503.0,268.3,1139.0233,646,0.02470874786376953
100,25,9,3,3588.0,278.8,1218.3789,606,0.02324390411376953
100,25,9,4,3535.0,282.1,1256.5373,724,0.02818584442138672
100,25,10,0,3290.0,277.3,1035.0147,302,0.010159015655517578
100,25,10,1,3184.0,241.7,1171.6289,402,0.014731884002685547
100,25,10,2,3244.0,254.4,1177.7893,594,0.023509979248046875
100,25,10,3,3290.0,265.2,1127.2515,468,0.017741680145263672
100,25,10,4,3586.0,282.4,1238.7497,802,0.03312397003173828
100,25,11,0,3363.0,261.9,1155.743,326,0.011676311492919922
100,25,11,1,3272.0,239.1,1192.8826,696,0.029432058334350586
100,25,11,2,3335.0,269.9,1120.4553,434,0.016809940338134766
100,25,11,3,3342.0,263.5,1170.8688,624,0.025906801223754883
100,25,11,4,3307.0,281.3,1195.9543,786,0.03346729278564453
100,25,12,0,3383.0,253.4,1221.1461,1376,0.06410002708435059
100,25,12,1,3363.0,271.4,1195.8158,746,0.032874107360839844
100,25,12,2,3641.0,284.4,1280.5169,1420,0.06631898880004883
100,25,12,3,3562.0,279.8,1235.4352,770,0.033986806869506836
100,25,12,4,3357.0,254.7,1208.998,898,0.04053497314453125
100,25,13,0,3270.0,246.1,1115.9502,462,0.019420862197875977
100,25,13,1,3538.0,252.7,1246.2237,820,0.03808403015136719
100,25,13,2,3419.0,276.7,1109.6809,460,0.0193789005279541
100,25,13,3,3549.0,284.7,1182.6449,922,0.04357767105102539
100,25,13,4,3377.0,273.6,1189.3592,614,0.027209997177124023
100,25,14,0,3414.0,261.0,1156.4303,506,0.02260589599609375
100,25,14,1,3665.0,277.2,1247.1599,1244,0.06192493438720703
100,25,14,2,3244.0,255.1,1140.2748,746,0.0353398323059082
100,25,14,3,3426.0,270.1,1187.7846,590,0.027128219604492188
100,25,14,4,3493.0,258.1,1168.7696,460,0.020177125930786133
100,25,15,0,3480.0,275.2,1217.9632,738,0.036045074462890625
100,25,15,1,3323.0,271.0,1208.5877,1066,0.054373979568481445
100,25,15,2,3582.0,278.1,1208.0465,1034,0.052397727966308594
100,25,15,3,3383.0,269.8,1185.6902,648,0.031095027923583984
100,25,15,4,3267.0,246.1,1120.8891,444,0.019922971725463867
100,25,16,0,3301.0,265.7,1178.1846,844,0.04340410232543945
100,25,16,1,3315.0,264.9,1154.8999,748,0.03783822059631348
100,25,16,2,3399.0,255.9,1207.5852,848,0.04375886917114258
100,25,16,3,3552.0,280.6,1159.2488,358,0.015630245208740234
100,25,16,4,3350.0,259.0,1195.68,554,0.02682209014892578
100,25,17,0,3382.0,282.9,1114.3736,532,0.02636408805847168
100,25,17,1,3429.0,273.5,1210.2043,1052,0.05696511268615723
100,25,17,2,3379.0,279.5,1176.9996,762,0.039988040924072266
100,25,17,3,3341.0,271.9,1142.2903,382,0.017452001571655273
100,25,17,4,3168.0,224.9,1108.3484,306,0.013001203536987305
100,25,18,0,3448.0,277.5,1190.8907,750,0.04053497314453125
100,25,18,1,3165.0,266.5,1129.836,480,0.023914098739624023
100,25,18,2,3300.0,265.8,1076.5077,358,0.016663789749145508
100,25,18,3,3346.0,273.1,1107.5159,584,0.03033590316772461
100,25,18,4,3165.0,229.0,1140.3257,320,0.014364242553710938
100,25,19,0,3262.0,263.0,1150.4312,1078,0.06230783462524414
100,25,19,1,3418.0,278.2,1199.2875,850,0.047963857650756836
100,25,19,2,3334.0,278.1,1180.7535,686,0.03777503967285156
100,25,19,3,3297.0,259.7,1151.4139,336,0.015879154205322266
100,25,19,4,3599.0,276.7,1162.3215,908,0.05159115791320801
100,25,20,0,3589.0,282.4,1155.3904,742,0.04239511489868164
100,25,20,1,3364.0,267.8,1187.508,514,0.02762293815612793
100,25,20,2,2899.0,235.3,1086.7451,424,0.021942853927612305
100,25,20,3,3207.0,241.8,1170.4177,574,0.03141188621520996
100,25,20,4,3168.0,263.2,1137.522,634,0.035513877868652344
100,25,21,0,3495.0,283.6,1213.5357,756,0.04441714286804199
100,25,21,1,3329.0,279.9,1135.927,416,0.021877050399780273
100,25,21,2,3072.0,258.3,1086.9487,396,0.020617961883544922
100,25,21,3,3437.0,264.7,1118.742,362,0.018341779708862305
100,25,21,4,3603.0,276.2,1200.8016,928,0.0558779239654541
100,25,22,0,3455.0,283.7,1102.4099,342,0.017392873764038086
100,25,22,1,3600.0,268.3,1195.3521,706,0.04242396354675293
100,25,22,2,3125.0,237.0,1076.0831,464,0.025712251663208008
100,25,22,3,3219.0,280.1,1114.4524,532,0.030421972274780273
100,25,22,4,3196.0,244.0,1148.2333,498,0.028100252151489258
100,25,23,0,3094.0,232.3,1119.5855,618,0.0373380184173584
100,25,23,1,3622.0,284.6,1225.4912,594,0.035578250885009766
100,25,23,2,3256.0,274.5,1149.9693,584,0.03498482704162598
100,25,23,3,3570.0,263.7,1202.1499,944,0.06024813652038574
100,25,23,4,3372.0,270.3,1198.5044,512,0.029726028442382812
100,25,24,0,3357.0,279.7,1072.4761,534,0.032308101654052734
100,25,24,1,3533.0,277.0,1215.9832,580,0.035369873046875
100,25,24,2,3279.0,285.0,1089.151,590,0.036412954330444336
100,25,24,3,3531.0,283.2,1117.8277,488,0.0290071964263916
100,25,24,4,3260.0,251.5,1208.548,954,0.06248116493225098
100,25,25,0,3393.0,280.8,1151.8448,474,0.0284883975982666
100,25,25,1,3530.0,280.5,1148.6422,774,0.05099987983703613
100,25,25,2,3205.0,240.7,1112.6435,498,0.030263662338256836
100,25,25,3,2975.0,240.4,1106.4557,544,0.033905029296875
100,25,25,4,3194.0,242.3,1134.9033,452,0.02686786651611328
100,25,26,0,3433.0,262.2,1124.8921,608,0.039504289627075195
100,25,26,1,3216.0,242.1,1143.3838,638,0.04169893264770508
100,25,26,2,3072.0,278.6,1095.2017,618,0.04032301902770996
100,25,26,3,3447.0,278.4,1154.3851,800,0.05394887924194336
100,25,26,4,3456.0,272.6,1110.5217,362,0.020785808563232422
100,25,27,0,3166.0,251.6,1144.2277,604,0.040083885192871094
100,25,27,1,3177.0,277.0,1157.7527,1094,0.07822203636169434
100,25,27,2,3178.0,269.7,1073.3256,460,0.0287930965423584
100,25,27,3,3643.0,276.0,1196.2605,672,0.04546999931335449
100,25,27,4,2971.0,232.4,1073.1274,302,0.016518831253051758
100,25,28,0,3290.0,277.3,1035.0147,302,0.016884803771972656
100,25,28,1,3409.0,278.9,1131.1091,550,0.0367889404296875
100,25,28,2,3356.0,279.7,1104.2979,772,0.054486989974975586
100,25,28,3,3273.0,254.8,1153.2508,1010,0.07331013679504395
100,25,28,4,3333.0,263.7,1182.0371,756,0.05311894416809082
100,25,29,0,3012.0,236.8,1131.6077,844,0.0616450309753418
100,25,29,1,3174.0,271.6,1085.1348,524,0.03549695014953613
100,25,29,2,3528.0,282.5,1215.6221,582,0.04044532775878906
100,25,29,3,3194.0,239.1,1141.4867,636,0.04484701156616211
100,25,29,4,3368.0,263.0,1168.4464,502,0.03365302085876465
100,50,1,0,3795.0,284.3,1260.1638,980,0.026401042938232422
100,50,1,1,3189.0,271.6,1030.9957,340,0.007786989212036133
100,50,1,2,3681.0,282.8,1285.5285,1244,0.03440976142883301
100,50,1,3,3749.0,275.7,1311.0575,1756,0.0488438606262207
100,50,1,4,3463.0,266.5,1138.318,412,0.00994110107421875
100,50,2,0,3234.0,275.8,1135.9131,432,0.011058330535888672
100,50,2,1,3804.0,277.2,1280.6265,854,0.02420806884765625
100,50,2,2,3049.0,212.4,1178.4612,614,0.016801118850708008
100,50,2,3,3727.0,284.0,1299.6544,1182,0.034330129623413086
100,50,2,4,3553.0,279.7,1229.3215,658,0.018126964569091797
100,50,3,0,3682.0,282.3,1294.6298,1404,0.0437009334564209
100,50,3,1,3887.0,283.8,1313.2093,1598,0.0498499870300293
100,50,3,2,3707.0,275.3,1306.9571,1662,0.052233219146728516
100,50,3,3,3563.0,277.9,1246.8854,944,0.028575897216796875
100,50,3,4,3728.0,280.5,1277.4192,1352,0.041895151138305664
100,50,4,0,3782.0,275.7,1305.5849,1332,0.04345893859863281
100,50,4,1,3731.0,276.4,1303.0647,1484,0.049011945724487305
100,50,4,2,3432.0,274.8,1233.927,880,0.027855873107910156
100,50,4,3,3486.0,277.9,1168.4625,310,0.008137941360473633
100,50,4,4,3783.0,276.5,1340.9558,2230,0.07467126846313477
100,50,5,0,3372.0,280.2,1193.6945,834,0.02764606475830078
100,50,5,1,3343.0,273.5,1140.5235,398,0.011828899383544922
100,50,5,2,3252.0,258.4,1149.9897,578,0.018454790115356445
100,50,5,3,3392.0,274.0,1257.6095,710,0.023276090621948242
100,50,5,4,3937.0,284.8,1341.6319,1852,0.0648958683013916
100,50,6,0,3587.0,271.5,1234.2672,708,0.0241849422454834
100,50,6,1,3278.0,279.9,1178.0713,630,0.021373987197875977
100,50,6,2,3468.0,272.9,1124.8064,440,0.014045953750610352
100,50,6,3,3467.0,279.6,1136.3725,534,0.017526865005493164
100,50,6,4,3588.0,274.8,1267.8982,1216,0.043752193450927734
100,50,7,0,3534.0,283.9,1165.6478,558,0.019325971603393555
100,50,7,1,3567.0,281.7,1184.2431,696,0.024918079376220703
100,50,7,2,3228.0,278.9,1097.2343,314,0.009624004364013672
100,50,7,3,3285.0,281.7,1130.1099,656,0.023234128952026367
100,50,7,4,3745.0,273.6,1262.9228,1394,0.05309796333312988
100,50,8,0,3678.0,282.6,1262.3065,672,0.025249958038330078
100,50,8,1,3513.0,271.1,1266.1934,792,0.030286073684692383
100,50,8,2,3393.0,275.8,1173.1159,532,0.01908397674560547
100,50,8,3,3452.0,269.7,1182.7489,682,0.025528669357299805
100,50,8,4,3438.0,269.5,1205.1182,596,0.02183389663696289
100,50,9,0,3575.0,263.7,1234.9014,1376,0.05720782279968262
100,50,9,1,3412.0,271.4,1203.9667,618,0.02364802360534668
100,50,9,2,3456.0,278.1,1128.097,424,0.015264034271240234
100,50,9,3,3160.0,276.8,1090.5157,450,0.016295909881591797
100,50,9,4,3617.0,278.2,1266.0917,722,0.028437137603759766
100,50,10,0,3190.0,236.2,1201.4034,614,0.02444314956665039
100,50,10,1,3354.0,263.7,1143.1012,510,0.019852638244628906
100,50,10,2,3500.0,280.2,1221.7825,778,0.0320429801940918
100,50,10,3,3517.0,274.9,1155.4006,360,0.012984991073608398
100,50,10,4,3628.0,279.3,1244.9089,992,0.04187297821044922
100,50,11,0,3358.0,259.8,1168.058,840,0.03634500503540039
100,50,11,1,3569.0,261.9,1215.2348,1184,0.052797794342041016
100,50,11,2,3632.0,281.6,1267.1542,924,0.0404200553894043
100,50,11,3,3260.0,274.8,1143.2554,464,0.018316984176635742
100,50,11,4,3486.0,281.0,1183.4599,456,0.01795363426208496
100,50,12,0,3673.0,280.5,1290.9745,1046,0.04801821708679199
100,50,12,1,3359.0,269.7,1186.0277,808,0.03617215156555176
100,50,12,2,3407.0,273.7,1134.2379,466,0.01923203468322754
100,50,12,3,3551.0,281.2,1107.8201,426,0.017075061798095703
100,50,12,4,3245.0,282.6,1098.9441,480,0.019819974899291992
100,50,13,0,3418.0,257.4,1176.6343,502,0.021655797958374023
100,50,13,1,3196.0,247.2,1185.7731,838,0.03904104232788086
100,50,13,2,3350.0,278.1,1155.5684,524,0.022736072540283203
100,50,13,3,3414.0,273.0,1068.0727,326,0.012486934661865234
100,50,13,4,3512.0,277.7,1154.4821,560,0.024834871292114258
100,50,14,0,3367.0,275.8,1191.3598,786,0.03767704963684082
100,50,14,1,3309.0,283.8,1124.9142,492,0.02185821533203125
100,50,14,2,3205.0,271.7,1106.2454,408,0.01741814613342285
100,50,14,3,3239.0,278.2,1153.9294,348,0.014158010482788086
100,50,14,4,3442.0,234.5,1233.2243,870,0.04217076301574707
100,50,15,0,3453.0,282.8,1136.8686,464,0.021039247512817383
100,50,15,1,3375.0,283.2,1141.6132,590,0.02805185317993164
100,50,15,2,3508.0,270.1,1201.8254,562,0.026829004287719727
